Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/16/2023,06/21/2023,MANHATTAN YOUTH RECREATIO,Entertainment,Sale,-23.89,
06/16/2023,06/21/2023,MANHATTAN YOUTH RECREATIO,Entertainment,Sale,-4.36,
06/20/2023,06/21/2023,IN N OUT BURGER 092,Food & Drink,Sale,-8.27,
06/19/2023,06/21/2023,TST* Zabars,Food & Drink,Sale,-20.64,
06/19/2023,06/20/2023,COACH USA INC,Travel,Sale,-21.20,
06/19/2023,06/20/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/18/2023,06/20/2023,TST* 7th Street Burger -,Food & Drink,Sale,-8.05,
06/19/2023,06/20/2023,TST* JOE COFFEE - UWS,Food & Drink,Sale,-12.63,
06/20/2023,06/20/2023,Amazon Prime*0M0AB3QP3,Bills & Utilities,Sale,-16.41,
06/19/2023,06/20/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/19/2023,06/20/2023,OURARING INC.,Shopping,Sale,-5.99,
06/17/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/18/2023,06/19/2023,UBER   TRIP,Travel,Sale,-40.98,
06/16/2023,06/19/2023,ROXY HOTEL (THE DJANGO),Food & Drink,Sale,-170.00,
06/18/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/17/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/17/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/17/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/18/2023,06/19/2023,TST* FREEHOLD BROOKLYN,Food & Drink,Sale,-21.57,
06/17/2023,06/19/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/14/2023,06/18/2023,SOUTHWES    5262467088126,Travel,Sale,-129.97,
06/16/2023,06/18/2023,PARK WEST PHARMACY,Health & Wellness,Sale,-9.99,
06/16/2023,06/18/2023,SQ *CHALAIT,Food & Drink,Sale,-9.71,
06/17/2023,06/18/2023,FAMOUS ORIGINAL RAYS PIZZ,Food & Drink,Sale,-7.08,
06/17/2023,06/18/2023,SQ *D'ABRUZZO,Groceries,Sale,-15.34,
06/17/2023,06/18/2023,MTA*NYCT PAYGO,Travel,Sale,-2.75,
06/16/2023,06/18/2023,SQ *AMSTERDAM CAFE,Groceries,Sale,-11.26,
06/17/2023,06/18/2023,SQ *DESTINATION DUMPLINGS,Food & Drink,Sale,-14.00,
06/16/2023,06/18/2023,TST* Tacombi - Nolita,Food & Drink,Sale,-17.68,
06/15/2023,06/15/2023,Subway 62219,Food & Drink,Sale,-9.95,
06/13/2023,06/14/2023,AMZN Mktp US*F13N84W63,Shopping,Sale,-5.02,
06/11/2023,06/13/2023,PORTOS BAKERY DOWNEY,Food & Drink,Sale,-19.18,
06/11/2023,06/12/2023,3RD STREET COFFEE,Food & Drink,Sale,-4.75,
06/12/2023,06/12/2023,Payment Thank You-Mobile,,Payment,1000.00,
06/11/2023,06/11/2023,AUTOMATIC PAYMENT - THANK,,Payment,1291.11,
06/10/2023,06/11/2023,TST* Hennesseys Tavern G,Food & Drink,Sale,-37.00,
06/09/2023,06/11/2023,STARBUCKS 800-782-7282,Food & Drink,Sale,-3.75,
06/06/2023,06/08/2023,LAZ PARKING 970188-TIBA,Travel,Sale,-4.00,
06/06/2023,06/07/2023,REDONDO BEACH GROCE,Groceries,Sale,-0.60,
06/06/2023,06/07/2023,Subway 14900,Food & Drink,Sale,-6.34,
06/05/2023,06/06/2023,REDONDO BEACH GROCE,Groceries,Sale,-23.57,
06/05/2023,06/06/2023,IN N OUT BURGER 092,Food & Drink,Sale,-16.59,
06/03/2023,06/05/2023,DLR OGA'S CANTINA,Food & Drink,Sale,-70.00,
06/04/2023,06/05/2023,SQ *CLASS 302 CAFE,Food & Drink,Sale,-7.06,
06/05/2023,06/05/2023,Amazon.com*SK8Z29MU3,Shopping,Sale,-39.24,
06/04/2023,06/05/2023,CHEVRON 0208060,Gas,Sale,-10.00,
06/03/2023,06/05/2023,DLR TROUBADOUR TAVE,Food & Drink,Sale,-15.06,
06/03/2023,06/05/2023,DLR STAGE DOOR CAFE,Food & Drink,Sale,-9.69,
06/03/2023,06/05/2023,DLR STAGE DOOR CAFE,Food & Drink,Sale,-11.41,
06/03/2023,06/05/2023,DLR RONTO ROASTERS,Food & Drink,Sale,-22.07,
06/04/2023,06/05/2023,GEICO  *AUTO,Bills & Utilities,Sale,-140.54,
06/03/2023,06/04/2023,STARBUCKS 800-782-7282,Food & Drink,Sale,-12.65,
05/31/2023,06/02/2023,THE HOME DEPOT 609,Home,Sale,-14.32,
05/30/2023,06/01/2023,TRADER JOE S #106,Groceries,Sale,-15.91,
05/31/2023,06/01/2023,TARGET        00001990,Shopping,Sale,-202.55,
05/30/2023,05/31/2023,JIFFY LUBE 2000,Automotive,Sale,-86.08,
05/28/2023,05/30/2023,JOXER DALY`S,Food & Drink,Sale,-34.00,
05/29/2023,05/30/2023,MANHATTAN BEACH PARKING,Travel,Sale,-2.00,
05/29/2023,05/30/2023,SQ *ROLLING ZONE CREAMERY,Groceries,Sale,-10.14,
05/29/2023,05/30/2023,SUPER HAYAT MARKET,Groceries,Sale,-6.15,
05/28/2023,05/29/2023,BEVERAGES &amp; MORE #111,Food & Drink,Sale,-231.32,
05/26/2023,05/28/2023,TST* THE LINCOLN - VENICE,Food & Drink,Sale,-71.00,
05/26/2023,05/28/2023,CITY OF LA DOT PVB PBPHW,Bills & Utilities,Sale,-75.00,
05/25/2023,05/28/2023,NIGHT MARKET SAHM,Food & Drink,Sale,-160.00,
05/26/2023,05/28/2023,PODI DOSA INC,Food & Drink,Sale,-12.05,
05/25/2023,05/26/2023,IN N OUT BURGER 092,Food & Drink,Sale,-8.05,
05/23/2023,05/24/2023,TRADER JOE S #034,Groceries,Sale,-27.35,
05/22/2023,05/23/2023,STARBUCKS 800-782-7282,Food & Drink,Sale,-3.75,
05/20/2023,05/22/2023,SAMOSA HOUSE,Food & Drink,Sale,-13.18,
05/20/2023,05/21/2023,SQ *GIOVANNI'S TIRAMISU,Food & Drink,Sale,-13.23,
05/20/2023,05/21/2023,TST* Hatchet Hall,Food & Drink,Sale,-121.70,
05/20/2023,05/21/2023,Amazon Prime*C61KN36X3,Bills & Utilities,Sale,-8.20,
05/19/2023,05/21/2023,OURARING INC.,Shopping,Sale,-5.99,
05/19/2023,05/21/2023,IN N OUT BURGER 092,Food & Drink,Sale,-21.08,
05/20/2023,05/21/2023,SQ *HOOD FAMOUS,Food & Drink,Sale,-44.10,
05/20/2023,05/21/2023,SQ *CRUDO E NUDO,Food & Drink,Sale,-12.82,
05/20/2023,05/21/2023,EATSCON LA(BAR),Food & Drink,Sale,-26.46,
05/19/2023,05/19/2023,SQ *GELATO AND ANGELS,Food & Drink,Sale,-9.32,
05/16/2023,05/17/2023,THE HENRY LOS ANGELES,Food & Drink,Sale,-75.00,
05/15/2023,05/17/2023,WEHO Street Meters,Travel,Sale,-3.00,
05/13/2023,05/15/2023,PAVILIONS #2412,Groceries,Sale,-2.79,
05/12/2023,05/14/2023,TRADER JOE S #034,Groceries,Sale,-3.29,
05/12/2023,05/14/2023,CIRCLE K 09416,Gas,Sale,-10.00,
05/12/2023,05/14/2023,TOP TENDERS 2,Food & Drink,Sale,-28.52,
05/11/2023,05/12/2023,USCUSTOMS TRUSTEDTRAVELER,Bills & Utilities,Sale,-100.00,
05/09/2023,05/11/2023,JACK IN THE BOX 3300,Food & Drink,Sale,-5.28,
05/09/2023,05/11/2023,SAMOSA HOUSE,Food & Drink,Sale,-4.89,
05/09/2023,05/10/2023,JETBLUE     2792122752974,Travel,Sale,-492.80,
05/09/2023,05/10/2023,JETBLUE     2794420562977,Travel,Sale,-22.00,
05/09/2023,05/10/2023,JETBLUE     2794420564139,Travel,Sale,-30.00,
05/09/2023,05/10/2023,JETBLUE     2794420564140,Travel,Sale,-30.00,
05/08/2023,05/09/2023,COZYMEAL.COM,Professional Services,Return,267.98,
05/07/2023,05/09/2023,TRADER JOE S #034,Groceries,Sale,-28.22,
05/06/2023,05/07/2023,RALPHS 0120,Groceries,Sale,-28.09,
05/05/2023,05/07/2023,AMZN Mktp US*M24PW7GJ3,Shopping,Sale,-17.51,
05/06/2023,05/07/2023,SQ *THE BAKED BEAR OF HER,Food & Drink,Sale,-7.84,
05/05/2023,05/07/2023,Payment Thank You - Web,,Payment,2000.00,
05/06/2023,05/07/2023,MITSUWA MARKETPLACE-DEL,Groceries,Sale,-64.93,
05/05/2023,05/07/2023,PODONG GARDENA INC,Food & Drink,Sale,-15.12,
05/04/2023,05/05/2023,GEICO  *AUTO,Bills & Utilities,Sale,-141.36,
05/02/2023,05/04/2023,SHELL OIL 12590262007,Gas,Sale,-20.00,
05/02/2023,05/04/2023,TACO BELL 039810,Food & Drink,Sale,-12.76,
05/04/2023,05/04/2023,Subway 62219,Food & Drink,Sale,-20.60,
05/03/2023,05/03/2023,REDONDO BEACH GROCE,Groceries,Sale,-21.93,
04/30/2023,05/02/2023,RAISED BY LIONS COFFEE,Food & Drink,Sale,-14.87,
04/30/2023,05/01/2023,COZYMEAL.COM,Professional Services,Sale,-267.98,
04/29/2023,04/30/2023,PANDA EXPRESS #923,Food & Drink,Sale,-23.48,
04/28/2023,04/30/2023,TST* Juneshine- Santa Mon,Food & Drink,Sale,-15.36,
04/28/2023,04/30/2023,SAMOSA HOUSE,Food & Drink,Sale,-18.40,
04/27/2023,04/28/2023,IN N OUT BURGER 092,Food & Drink,Sale,-6.41,
04/27/2023,04/28/2023,SQ *HANDEL'S HOMEMADE ICE,Groceries,Sale,-15.24,
04/23/2023,04/25/2023,TRADER JOE S #034,Groceries,Sale,-18.64,
04/20/2023,04/23/2023,THE HOME DEPOT 609,Home,Sale,-34.46,
04/23/2023,04/23/2023,Prime Video *HF1RH9AY0,Shopping,Sale,-19.99,
04/21/2023,04/23/2023,DD DOORDASH MICKEYSDE,Food & Drink,Sale,-21.15,
04/21/2023,04/23/2023,AMZN Mktp US*HV5WK7D92,Shopping,Sale,-18.57,
04/20/2023,04/21/2023,MCDONALD'S M4696 OF CA,Food & Drink,Sale,-4.73,
04/20/2023,04/21/2023,REDONDO BEACH GROCE,Groceries,Sale,-26.27,
04/20/2023,04/20/2023,Amazon Prime*HV3AP49E0,Bills & Utilities,Sale,-8.20,
04/19/2023,04/20/2023,OURARING INC.,Shopping,Sale,-5.99,
04/17/2023,04/19/2023,THE HOME DEPOT 609,Home,Sale,-61.41,
04/17/2023,04/19/2023,TRADER JOE S #106,Groceries,Sale,-17.68,
04/13/2023,04/14/2023,CHEVRON 0384052,Gas,Sale,-50.00,
04/11/2023,04/13/2023,IN N OUT BURGER 092,Food & Drink,Sale,-15.60,
04/11/2023,04/13/2023,TST* Manhattan Bread &amp; Ba,Food & Drink,Sale,-15.11,
04/11/2023,04/12/2023,TRADER JOE S #034,Groceries,Sale,-37.36,
04/10/2023,04/11/2023,STARBUCKS 800-782-7282,Food & Drink,Sale,-13.25,
04/09/2023,04/10/2023,INTUIT *TURBOTAX,Shopping,Sale,-25.00,
04/09/2023,04/10/2023,LAZ PARKING 670880-SKI,Travel,Sale,-14.00,
04/02/2023,04/09/2023,CREDIT ADJUSTMENT,Fees & Adjustments,Refund,4.46,
04/09/2023,04/09/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Refund,4.46,
03/31/2023,04/09/2023,ROYAL COLLECTION ENTERPRI,Entertainment,Return,148.74,
04/07/2023,04/09/2023,SPORT CLIPS  CA642,Personal,Sale,-37.00,
04/07/2023,04/09/2023,REDONDO BEACH GROCE,Groceries,Sale,-54.83,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.10,
04/06/2023,04/07/2023,TFL TRAVEL CH,Travel,Sale,-3.37,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.10,
04/06/2023,04/07/2023,PRET A MANGER,Food & Drink,Sale,-3.57,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.50,
04/06/2023,04/07/2023,LOWRY &amp; BAKER,Food & Drink,Sale,-16.96,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.65,
04/06/2023,04/07/2023,LHR T5 WDF MAIN,Shopping,Sale,-55.07,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.87,
04/06/2023,04/07/2023,HEATHROW EXPRESS,Travel,Sale,-62.59,
04/07/2023,04/07/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.60,
04/06/2023,04/07/2023,VAGABOND BAR KITCHEN H,Food & Drink,Sale,-20.03,
04/06/2023,04/06/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23,
04/05/2023,04/06/2023,REGENTS PARK-CATERING,Food & Drink,Sale,-7.96,
04/06/2023,04/06/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.28,
04/05/2023,04/06/2023,ZETTLE_*HAGEN ESPRESSO,Food & Drink,Sale,-9.40,
04/06/2023,04/06/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.30,
04/05/2023,04/06/2023,TFL TRAVEL CH,Travel,Sale,-10.14,
04/06/2023,04/06/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.59,
04/04/2023,04/06/2023,UBER   *TRIP,Travel,Sale,-19.97,
04/06/2023,04/06/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.33,
04/03/2023,04/06/2023,TFL TRAVEL CH,Travel,Sale,-11.18,
04/05/2023,04/05/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.78,
04/04/2023,04/05/2023,TEELING DISTILLERY,Entertainment,Sale,-26.21,
04/05/2023,04/05/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.44,
04/04/2023,04/05/2023,SQ *COFFEEANGEL,Food & Drink,Sale,-14.74,
04/04/2023,04/05/2023,GEICO  *AUTO,Bills & Utilities,Sale,-135.81,
04/05/2023,04/05/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.80,
04/04/2023,04/05/2023,GUINNESS STOREHOUSE,Food & Drink,Sale,-60.05,
04/04/2023,04/04/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.77,
04/03/2023,04/04/2023,TL&amp;GN RAILWAY WEB,Travel,Sale,-25.72,
04/04/2023,04/04/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.86,
04/03/2023,04/04/2023,Redroaster,Food & Drink,Sale,-28.88,
04/04/2023,04/04/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.24,
04/03/2023,04/04/2023,THAT LITTLE TEA SHOP IN,Food & Drink,Sale,-8.01,
04/03/2023,04/03/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.29,
04/02/2023,04/03/2023,Mamma's Goodies,Food & Drink,Sale,-9.94,
04/03/2023,04/03/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.67,
04/02/2023,04/03/2023,Le marche du quartier,Groceries,Sale,-22.37,
04/03/2023,04/03/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-2.38,
04/02/2023,04/03/2023,JAMAVAR,Food & Drink,Sale,-79.54,
04/03/2023,04/03/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.30,
04/02/2023,04/03/2023,TFL TRAVEL CH,Travel,Sale,-10.07,
04/03/2023,04/03/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.91,
04/01/2023,04/03/2023,THE RUM KITCHEN,Food & Drink,Sale,-30.53,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.67,
04/01/2023,04/02/2023,ATLAM SALES &amp; SERVICES,Shopping,Sale,-55.92,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.29,
03/31/2023,04/02/2023,LADUREE UK LTD ST PANC,Food & Drink,Sale,-9.67,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.86,
04/01/2023,04/02/2023,Farm Girl Notting Hill,Food & Drink,Sale,-28.99,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.07,
04/01/2023,04/02/2023,OXFORD BUS COMPANY,Travel,Sale,-2.49,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.24,
04/01/2023,04/02/2023,ZETTLE_*CURRY ON NAANS,Food & Drink,Sale,-8.08,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.07,
03/31/2023,04/02/2023,OXFORD BUS COMPANY,Travel,Sale,-2.48,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.09,
03/31/2023,04/02/2023,ZETTLE_*ROUTES GREEN L,Food & Drink,Sale,-3.10,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.29,
04/01/2023,04/02/2023,Pizza Pilgrims,Food & Drink,Sale,-9.78,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.20,
04/01/2023,04/02/2023,TFL TRAVEL CH,Travel,Sale,-6.83,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.67,
04/01/2023,04/02/2023,ATLAM,Shopping,Sale,-22.37,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23,
03/31/2023,04/02/2023,TFL TRAVEL CH,Travel,Sale,-7.70,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.13,
03/31/2023,04/02/2023,PAUL UK ST PANCRAS,Food & Drink,Sale,-4.46,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.10,
03/31/2023,04/02/2023,PAUL UK ST PANCRAS,Food & Drink,Sale,-3.53,
04/02/2023,04/02/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-4.46,
03/31/2023,04/02/2023,ROYAL COLLECTION ENTERPRI,Entertainment,Sale,-148.74,
03/31/2023,03/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.30,
03/30/2023,03/31/2023,TFL TRAVEL CH,Travel,Sale,-10.04,
03/31/2023,03/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.24,
03/30/2023,03/31/2023,HEATHROW RAIL LINK,Travel,Sale,-8.28,
03/31/2023,03/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.12,
03/30/2023,03/31/2023,COSTA COFFEE 43010575,Food & Drink,Sale,-4.27,
03/31/2023,03/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.37,
03/30/2023,03/31/2023,MERCATO METROPOLITANO,Food & Drink,Sale,-12.37,
03/31/2023,03/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.17,
03/30/2023,03/31/2023,MARKS&amp;SPENCER PLC SF,Groceries,Sale,-5.94,
03/29/2023,03/31/2023,LAX THE ECONOMIST,Shopping,Sale,-3.74,
03/29/2023,03/30/2023,GRAB LAX ORDER NOW,Food & Drink,Sale,-19.03,
03/30/2023,03/30/2023,Payment Thank You-Mobile,,Payment,1194.42,
03/26/2023,03/28/2023,CITY OF SANTA MONICA,Travel,Sale,-2.50,
03/26/2023,03/28/2023,SAMOSA HOUSE,Food & Drink,Sale,-12.22,
03/26/2023,03/27/2023,SAIGON MARKET,Groceries,Sale,-4.43,
03/26/2023,03/27/2023,TACO BELL # 28710,Food & Drink,Sale,-12.00,
03/25/2023,03/26/2023,SQ *BREWYARD BEER COMPANY,Food & Drink,Sale,-9.20,
03/25/2023,03/26/2023,THE ORIGIN* EL SEGUNDO,Food & Drink,Sale,-12.43,
03/25/2023,03/26/2023,Prime Video*H76KW16L1,Shopping,Sale,-4.99,
03/23/2023,03/24/2023,SQ *THE BOMBAY FRANKIE CO,Food & Drink,Sale,-18.26,
03/21/2023,03/22/2023,HANNAM CHAIN DEL AMO,Groceries,Sale,-50.98,
03/21/2023,03/22/2023,COLDSTONE 20691,Food & Drink,Sale,-7.59,
03/19/2023,03/21/2023,TST* Pascal on Beverly,Food & Drink,Sale,-4.75,
03/19/2023,03/20/2023,OURARING INC.,Shopping,Sale,-5.99,
03/20/2023,03/20/2023,Amazon Prime*H79DR6Z80,Bills & Utilities,Sale,-8.20,
03/19/2023,03/20/2023,BEVERLY HILLS BAGEL,Food & Drink,Sale,-16.43,
03/19/2023,03/20/2023,COSTCO GAS #0671,Gas,Sale,-44.18,
03/16/2023,03/19/2023,AUTOZONE #5944,Automotive,Return,110.23,
03/16/2023,03/19/2023,AUTOZONE #5681,Automotive,Return,70.39,
03/16/2023,03/19/2023,AUTOZONE #5944,Automotive,Sale,-64.89,
03/16/2023,03/19/2023,AUTOZONE #5681,Automotive,Sale,-110.23,
03/17/2023,03/19/2023,STARBUCKS 800-782-7282,Food & Drink,Sale,-3.75,
03/18/2023,03/19/2023,AMZN Mktp US*HC9AH63Q2,Shopping,Sale,-18.51,
03/17/2023,03/19/2023,BLAZE PIZZA HAWTHORNE - 1,Food & Drink,Sale,-14.75,
03/15/2023,03/16/2023,REDONDO BEACH GROCE,Groceries,Sale,-11.87,
03/14/2023,03/16/2023,THE HOME DEPOT 609,Home,Sale,-12.88,
03/14/2023,03/16/2023,REI #14 MANHATTAN BH,Shopping,Sale,-191.61,
03/14/2023,03/15/2023,TRADER JOE S #106,Groceries,Sale,-31.51,
03/13/2023,03/14/2023,CHEVRON 0208060,Gas,Sale,-10.00,
